Date,Close,Sentiment
2022-10-27,296.940002,2
2022-10-28,295.720001,2
2022-10-31,291.880005,0
2022-11-01,286.750000,0
2022-11-02,273.000000,0
2022-11-03,269.059998,0
2022-11-04,260.790009,0
2022-11-07,258.600006,1
2022-11-08,263.459991,1
2022-11-09,254.660004,2
2022-11-10,274.970001,2
2022-11-11,290.130005,2
2022-11-14,299.269989,2
2022-11-15,310.200012,1
2022-11-16,306.019989,1
2022-11-17,295.279999,1
2022-11-18,287.980011,1
2022-11-21,285.049988,1
2022-11-22,286.690002,1
2022-11-23,291.500000,0
2022-11-25,285.540009,0
2022-11-28,281.170013,1
2022-11-29,280.959991,2
2022-11-30,305.529999,1
2022-12-01,316.950012,1
2022-12-02,320.410004,1
2022-12-05,312.589996,1
2022-12-06,305.559998,1
2022-12-07,308.420013,1
2022-12-08,310.260010,2
2022-12-09,320.010010,1
2022-12-12,315.179993,1
2022-12-13,320.339996,1
2022-12-14,317.829987,0
2022-12-15,290.410004,0
2022-12-16,290.709991,0
2022-12-19,288.299988,0
2022-12-20,288.190002,2
2022-12-21,297.959991,2
2022-12-22,297.750000,1
2022-12-23,294.959991,1
2022-12-27,284.170013,0
2022-12-28,276.880005,2
2022-12-29,291.119995,2
2022-12-30,294.880005,2
2023-01-03,294.950012,2
2023-01-04,309.410004,1
2023-01-05,309.700012,1
2023-01-06,315.549988,2
2023-01-09,315.170013,2
2023-01-10,327.540009,1
2023-01-11,327.260010,2
2023-01-12,330.130005,1
2023-01-13,332.820007,1
2023-01-17,326.220001,1
2023-01-18,326.329987,1
2023-01-19,315.779999,2
2023-01-20,342.500000,2
2023-01-23,357.420013,2
2023-01-24,363.829987,2
2023-01-25,367.959991,2
2023-01-26,364.869995,1
2023-01-27,360.769989,1
2023-01-30,353.109985,1
2023-01-31,353.859985,1
2023-02-01,361.989990,1
2023-02-02,366.890015,1
2023-02-03,365.899994,1
2023-02-06,361.480011,1
2023-02-07,362.950012,1
2023-02-08,366.829987,2
2023-02-09,362.500000,1
2023-02-10,347.359985,0
2023-02-13,358.570007,1
2023-02-14,359.959991,1
2023-02-15,361.420013,1
2023-02-16,350.709991,0
2023-02-17,347.959991,0
2023-02-21,337.500000,0
2023-02-22,334.880005,0
2023-02-23,323.649994,0
2023-02-24,317.149994,1
2023-02-27,323.029999,1
2023-02-28,322.130005,1
2023-03-01,313.480011,1
2023-03-02,311.880005,1
2023-03-03,315.179993,1
2023-03-06,312.029999,1
2023-03-07,308.470001,1
2023-03-08,311.790009,0
2023-03-09,297.779999,1
2023-03-10,292.760010,1
2023-03-13,293.510010,1
2023-03-14,294.940002,2
2023-03-15,303.790009,2
2023-03-16,310.059998,1
2023-03-17,303.500000,1
2023-03-20,305.130005,1
2023-03-21,305.790009,0
2023-03-22,293.899994,2
2023-03-23,320.369995,2
2023-03-24,328.390015,2
2023-03-27,327.660004,2
2023-03-28,323.519989,1
2023-03-29,332.029999,1
2023-03-30,338.429993,1
2023-03-31,345.480011,2
2023-04-03,348.279999,1
2023-04-04,346.750000,1
2023-04-05,342.350006,0
2023-04-06,339.329987,1
2023-04-10,338.989990,0
2023-04-11,338.209991,0
2023-04-12,331.029999,1
2023-04-13,346.190002,0
2023-04-14,338.630005,1
2023-04-17,332.720001,1
2023-04-18,333.700012,1
2023-04-19,323.119995,1
2023-04-20,325.350006,1
2023-04-21,327.980011,1
2023-04-24,329.019989,1
2023-04-25,322.549988,1
2023-04-26,321.149994,1
2023-04-27,325.850006,1
2023-04-28,329.929993,1
2023-05-01,324.119995,1
2023-05-02,317.549988,1
2023-05-03,319.299988,1
2023-05-04,320.779999,1
2023-05-05,322.760010,1
2023-05-08,331.209991,2
2023-05-09,332.140015,1
2023-05-10,335.420013,1
2023-05-11,344.760010,1
2023-05-12,339.890015,1
2023-05-15,335.890015,2
2023-05-16,333.750000,2
2023-05-17,339.959991,2
2023-05-18,371.290009,1
2023-05-19,365.359985,1
2023-05-22,363.010010,0
2023-05-23,355.989990,2
2023-05-24,364.850006,1
2023-05-25,359.000000,2
2023-05-26,378.880005,2
2023-05-30,392.980011,2
2023-05-31,395.230011,2
2023-06-01,403.130005,1
2023-06-02,400.470001,1
2023-06-05,403.540009,1
2023-06-06,399.290009,1
2023-06-07,399.769989,1
2023-06-08,409.369995,2
2023-06-09,420.019989,2
2023-06-12,423.970001,2
2023-06-13,435.730011,2
2023-06-14,440.859985,2
2023-06-15,445.269989,0
2023-06-16,431.959991,1
2023-06-20,434.700012,0
2023-06-21,424.450012,1
2023-06-22,422.480011,1
2023-06-23,424.019989,1
2023-06-26,415.940002,1
2023-06-27,417.079987,2
2023-06-28,429.839996,2
2023-06-29,428.239990,2
2023-06-30,440.489990,2
2023-07-03,441.440002,2
2023-07-05,445.899994,2
2023-07-06,438.839996,1
2023-07-07,438.100006,1
2023-07-10,441.709991,2
2023-07-11,440.209991,1
2023-07-12,444.049988,2
2023-07-13,450.380005,1
2023-07-14,441.910004,1
2023-07-17,450.049988,1
2023-07-18,474.799988,2
2023-07-19,477.589996,0
2023-07-20,437.420013,0
2023-07-21,427.500000,0
2023-07-24,428.369995,0
2023-07-25,427.700012,0
2023-07-26,422.670013,0
2023-07-27,413.170013,0
2023-07-28,425.779999,1
2023-07-31,438.970001,2
2023-08-01,438.619995,1
2023-08-02,429.700012,1
2023-08-03,431.000000,1
2023-08-04,431.600006,1
2023-08-07,440.760010,2
2023-08-08,438.299988,0
2023-08-09,428.899994,1
2023-08-10,429.980011,0
2023-08-11,421.660004,1
2023-08-14,427.779999,1
2023-08-15,423.700012,1
2023-08-16,415.450012,1
2023-08-17,403.000000,1
2023-08-18,404.529999,1
2023-08-21,408.290009,1
2023-08-22,413.170013,2
2023-08-23,427.549988,1
2023-08-24,406.929993,1
2023-08-25,416.029999,1
2023-08-28,418.059998,2
2023-08-29,429.989990,2
2023-08-30,434.670013,1
2023-08-31,433.679993,1
2023-09-01,439.880005,1
2023-09-05,448.679993,1
2023-09-06,445.760010,1
2023-09-07,443.140015,1
2023-09-08,442.799988,1
2023-09-11,445.359985,0
2023-09-12,434.690002,0
2023-09-13,412.239990,0
2023-09-14,400.489990,0
2023-09-15,396.940002,0
2023-09-18,394.399994,1
2023-09-19,396.200012,1
2023-09-20,386.299988,0
2023-09-21,384.149994,0
2023-09-22,379.809998,1
2023-09-25,384.799988,1
2023-09-26,379.250000,1
2023-09-27,377.589996,1
2023-09-28,376.359985,1
2023-09-29,377.600006,1
2023-10-02,380.329987,1
2023-10-03,376.750000,1
2023-10-04,376.899994,1
2023-10-05,372.589996,1
2023-10-06,381.510010,2
2023-10-09,385.950012,1
2023-10-10,373.320007,1
2023-10-11,365.929993,1
2023-10-12,361.200012,1
2023-10-13,355.679993,1
2023-10-16,360.820007,1
2023-10-17,355.720001,2
2023-10-18,346.190002,2
2023-10-19,401.769989,2
2023-10-20,400.959991,2
2023-10-23,406.839996,2
2023-10-24,413.730011,1
2023-10-25,411.250000,1
2023-10-26,403.540009,1
2023-10-27,397.869995,1
2023-10-30,410.079987,1
2023-10-31,411.690002,1
2023-11-01,420.190002,1
2023-11-02,424.709991,2
2023-11-03,432.359985,1
2023-11-06,434.739990,1
2023-11-07,434.609985,1
2023-11-08,436.649994,1
2023-11-09,435.149994,2
2023-11-10,447.239990,1
2023-11-13,444.619995,1
2023-11-14,448.649994,1
2023-11-15,461.940002,2
2023-11-16,466.950012,2
2023-11-17,465.910004,2
2023-11-20,474.470001,2
2023-11-21,474.950012,2
2023-11-22,478.000000,2
2023-11-24,479.559998,1
